cli,psi,task_complexity_sovcm,session_minutes,vsi,fatigue,engagement,arm_id,font_size_pt,line_spacing,letter_spacing_px,reward
0.4078,0.824,0.2768,38,0.3586,0.5075,0.8229,2,20,1.8,3.5,0.6032
0.447,0.6577,0.3337,43,0.5949,0.7889,0.6597,0,12,1.2,1.0,0.2192
0.2147,0.1679,0.3679,5,0.4695,0.7437,0.1103,3,18,1.6,2.5,0.1467
0.2975,0.8622,0.3192,10,0.2296,0.1505,0.3523,0,12,1.2,1.0,0.5171
0.8444,0.5576,0.6986,12,0.8128,0.2681,0.4225,1,16,1.5,2.0,0.6629
0.8493,0.3705,0.3476,29,0.4792,0.5033,0.6382,0,12,1.2,1.0,0.6913
0.6621,0.4941,0.5214,15,0.4577,0.3572,0.6165,3,18,1.6,2.5,0.2608
0.8499,0.3818,0.5058,18,0.667,0.132,0.8203,2,20,1.8,3.5,0.5787
0.2802,0.6555,0.3193,19,0.8595,0.6145,0.8579,0,12,1.2,1.0,0.25
0.1284,0.3235,0.223,43,0.8692,0.3855,0.6858,1,16,1.5,2.0,1.0
0.1258,0.2857,0.578,27,0.4659,0.6421,0.3718,0,12,1.2,1.0,0.6608
0.6786,0.4351,0.5192,39,0.7317,0.5798,0.8783,0,12,1.2,1.0,0.1901
0.5795,0.5915,0.3998,38,0.6386,0.512,0.8634,1,16,1.5,2.0,1.0
0.1102,0.201,0.2277,15,0.3521,0.7689,0.4565,3,18,1.6,2.5,0.1891
0.4858,0.7881,0.603,24,0.5612,0.3144,0.2599,1,16,1.5,2.0,1.0
0.3373,0.4972,0.5822,9,0.4753,0.7088,0.4928,3,18,1.6,2.5,0.1255
0.4299,0.8006,0.2877,28,0.6767,0.3366,0.1018,1,16,1.5,2.0,0.9335
0.1235,0.3339,0.396,34,0.7464,0.1978,0.1983,3,18,1.6,2.5,0.1099
0.6372,0.6004,0.5531,24,0.3115,0.4459,0.4571,0,12,1.2,1.0,0.6499
0.135,0.1118,0.7489,32,0.3317,0.3571,0.5736,3,18,1.6,2.5,0.0
0.8004,0.3156,0.236,9,0.6868,0.865,0.5999,2,20,1.8,3.5,1.0
0.6299,0.174,0.3165,22,0.1444,0.3927,0.7136,1,16,1.5,2.0,0.6516
0.4967,0.281,0.5398,21,0.2328,0.7821,0.5004,1,16,1.5,2.0,0.8646
0.8878,0.3008,0.7298,24,0.4458,0.7521,0.4363,2,20,1.8,3.5,0.721
0.3974,0.7749,0.744,44,0.5719,0.1935,0.8083,0,12,1.2,1.0,0.5451
0.1289,0.6965,0.5997,18,0.5953,0.717,0.2361,1,16,1.5,2.0,0.9293
0.4885,0.6065,0.5682,19,0.6292,0.1168,0.3588,1,16,1.5,2.0,0.899
0.345,0.8533,0.7782,42,0.2852,0.2794,0.4552,1,16,1.5,2.0,0.9299
0.2892,0.3649,0.5355,2,0.63,0.6824,0.7331,2,20,1.8,3.5,0.4712
0.1569,0.641,0.5555,17,0.7831,0.6932,0.4375,0,12,1.2,1.0,0.7281
0.6414,0.844,0.6372,10,0.2743,0.4353,0.6088,2,20,1.8,3.5,0.6921
0.829,0.1654,0.6289,38,0.668,0.3539,0.5567,1,16,1.5,2.0,1.0
0.7976,0.6231,0.3458,37,0.6126,0.3915,0.3102,2,20,1.8,3.5,0.9646
0.2232,0.2134,0.5535,6,0.5034,0.3142,0.3945,1,16,1.5,2.0,0.5664
0.5496,0.163,0.4593,12,0.6673,0.3167,0.5348,2,20,1.8,3.5,0.5935
0.1295,0.4455,0.6042,37,0.1897,0.442,0.8529,3,18,1.6,2.5,0.0
0.815,0.6457,0.7196,39,0.1578,0.71,0.2023,3,18,1.6,2.5,0.3387
0.4352,0.6478,0.2363,3,0.1853,0.4004,0.2357,0,12,1.2,1.0,0.61
0.8033,0.7013,0.5411,6,0.3419,0.6645,0.516,2,20,1.8,3.5,0.8694
0.6317,0.8948,0.3536,40,0.7006,0.3231,0.4242,0,12,1.2,1.0,0.1868
0.1516,0.6671,0.7785,42,0.7739,0.2646,0.1541,2,20,1.8,3.5,0.7549
0.2665,0.5933,0.7738,35,0.8214,0.5297,0.1816,0,12,1.2,1.0,0.555
0.4736,0.6992,0.6492,39,0.6343,0.5858,0.2894,2,20,1.8,3.5,0.5277
0.2694,0.5761,0.6643,2,0.4601,0.1239,0.281,0,12,1.2,1.0,0.5885
0.8307,0.3434,0.7009,27,0.7087,0.7481,0.6087,2,20,1.8,3.5,0.9259
0.5673,0.6529,0.7167,43,0.7989,0.4109,0.7075,2,20,1.8,3.5,1.0
0.162,0.5017,0.6582,12,0.5508,0.7342,0.8226,2,20,1.8,3.5,0.5768
0.3043,0.8911,0.345,9,0.5257,0.4079,0.6819,3,18,1.6,2.5,0.2037
0.3177,0.1088,0.667,39,0.1963,0.1295,0.6285,2,20,1.8,3.5,0.2507
0.7105,0.7986,0.5984,16,0.5165,0.553,0.8792,2,20,1.8,3.5,0.9915
0.5349,0.298,0.6352,23,0.3123,0.7067,0.6152,2,20,1.8,3.5,0.5196
0.7525,0.7175,0.2843,43,0.737,0.7741,0.7013,3,18,1.6,2.5,0.7121
0.5871,0.1105,0.4781,38,0.349,0.3204,0.605,0,12,1.2,1.0,0.9343
0.7956,0.7992,0.2121,10,0.844,0.7189,0.1932,3,18,1.6,2.5,0.7256
0.5017,0.5593,0.3698,1,0.8016,0.7527,0.2657,3,18,1.6,2.5,0.5973
0.8811,0.7979,0.7139,38,0.1852,0.5118,0.1923,3,18,1.6,2.5,0.2332
0.2293,0.4836,0.603,28,0.1645,0.8137,0.2517,3,18,1.6,2.5,0.2474
0.4854,0.1454,0.6745,39,0.6019,0.7375,0.4703,0,12,1.2,1.0,0.5201
0.558,0.1563,0.6161,12,0.3743,0.2009,0.3051,3,18,1.6,2.5,0.0
0.8867,0.7494,0.6686,26,0.588,0.4233,0.147,1,16,1.5,2.0,0.665
0.5383,0.7781,0.6579,29,0.498,0.7341,0.3313,1,16,1.5,2.0,0.4718
0.8229,0.7082,0.766,30,0.71,0.3091,0.5168,3,18,1.6,2.5,0.6294
0.4122,0.7233,0.4325,43,0.3789,0.7458,0.5062,0,12,1.2,1.0,0.5859
0.5985,0.2399,0.2646,32,0.7162,0.14,0.2658,1,16,1.5,2.0,1.0
0.7582,0.3001,0.5476,33,0.7328,0.3086,0.4689,0,12,1.2,1.0,0.6707
0.626,0.3068,0.2003,8,0.8799,0.7647,0.8944,2,20,1.8,3.5,0.9514
0.5542,0.7381,0.4024,42,0.2351,0.87,0.7322,0,12,1.2,1.0,0.5481
0.7246,0.664,0.4816,17,0.6824,0.3323,0.3172,0,12,1.2,1.0,0.2301
0.3127,0.6731,0.3752,6,0.4498,0.5132,0.128,3,18,1.6,2.5,0.2066
0.2694,0.3783,0.3057,35,0.581,0.7426,0.5111,2,20,1.8,3.5,0.4781
0.839,0.4486,0.3686,33,0.2477,0.6529,0.2588,0,12,1.2,1.0,0.5372
0.122,0.4025,0.5888,4,0.1031,0.7667,0.6768,0,12,1.2,1.0,1.0
0.2084,0.642,0.3544,18,0.6974,0.2347,0.4724,2,20,1.8,3.5,0.5866
0.2239,0.6783,0.355,33,0.6541,0.4544,0.2067,2,20,1.8,3.5,0.5838
0.4057,0.8924,0.7837,43,0.4328,0.6169,0.7661,1,16,1.5,2.0,1.0
0.6793,0.1192,0.7271,34,0.4939,0.2729,0.2087,2,20,1.8,3.5,0.8438
0.836,0.5473,0.4472,28,0.1495,0.585,0.8666,0,12,1.2,1.0,0.6399
0.2896,0.4014,0.5061,10,0.4628,0.8413,0.6126,3,18,1.6,2.5,0.0852
0.1914,0.5412,0.6817,41,0.7431,0.1643,0.3631,2,20,1.8,3.5,0.5417
0.3849,0.555,0.7553,32,0.4004,0.6436,0.6745,1,16,1.5,2.0,1.0
0.6605,0.5317,0.5055,7,0.7169,0.7519,0.7571,3,18,1.6,2.5,0.6163
0.1205,0.3948,0.6601,4,0.8659,0.1057,0.5467,0,12,1.2,1.0,0.4904
0.7083,0.5935,0.4429,21,0.4614,0.3797,0.2503,0,12,1.2,1.0,0.6712
0.778,0.363,0.2596,29,0.6288,0.3957,0.1451,0,12,1.2,1.0,0.5105
0.1476,0.6898,0.71,27,0.5365,0.4138,0.3538,3,18,1.6,2.5,0.0936
0.7463,0.8511,0.7909,26,0.2539,0.8697,0.1981,2,20,1.8,3.5,1.0
0.7659,0.5122,0.3466,35,0.7164,0.319,0.5008,2,20,1.8,3.5,0.5827
0.4183,0.2696,0.6245,11,0.5054,0.7436,0.2133,1,16,1.5,2.0,1.0
0.3645,0.4904,0.6296,1,0.7885,0.8201,0.1397,3,18,1.6,2.5,0.5611
0.741,0.7492,0.4518,29,0.539,0.6973,0.6533,1,16,1.5,2.0,0.5998
0.1002,0.809,0.4672,18,0.7971,0.851,0.3822,3,18,1.6,2.5,0.5471
0.577,0.2313,0.4622,27,0.2527,0.3999,0.449,1,16,1.5,2.0,0.9343
0.7866,0.6737,0.6831,40,0.5456,0.3071,0.4349,0,12,1.2,1.0,0.6587
0.8575,0.3855,0.5465,20,0.646,0.2905,0.4752,0,12,1.2,1.0,0.5372
0.1405,0.6926,0.5716,40,0.8571,0.4287,0.705,3,18,1.6,2.5,0.1628
0.4463,0.7687,0.7391,6,0.7422,0.7127,0.2492,1,16,1.5,2.0,0.5996
0.4969,0.1503,0.5283,11,0.7239,0.2607,0.2769,3,18,1.6,2.5,0.1093
0.1144,0.1589,0.6315,28,0.6568,0.6723,0.1589,2,20,1.8,3.5,0.682
0.8755,0.1273,0.2407,9,0.5864,0.8934,0.2975,3,18,1.6,2.5,0.6285
0.5197,0.5441,0.3253,42,0.4285,0.2765,0.7696,2,20,1.8,3.5,0.5349
0.3403,0.1695,0.6057,34,0.8663,0.6932,0.8209,1,16,1.5,2.0,1.0
0.6118,0.8039,0.7769,21,0.8581,0.2181,0.1325,2,20,1.8,3.5,0.8541
0.3539,0.8408,0.2097,18,0.3798,0.6704,0.1015,1,16,1.5,2.0,0.9442
0.8476,0.4873,0.2649,27,0.3067,0.2077,0.5024,0,12,1.2,1.0,0.6321
0.2534,0.7665,0.5602,43,0.6467,0.7918,0.6399,2,20,1.8,3.5,1.0
0.4065,0.5173,0.3111,36,0.3019,0.7177,0.8613,3,18,1.6,2.5,0.2093
0.4645,0.299,0.6935,25,0.8147,0.1502,0.692,3,18,1.6,2.5,0.3237
0.4388,0.8116,0.7204,4,0.2377,0.3077,0.2249,2,20,1.8,3.5,0.5893
0.7185,0.3669,0.3696,24,0.1404,0.3722,0.1756,0,12,1.2,1.0,0.6542
0.2479,0.3174,0.487,30,0.3572,0.8653,0.1467,1,16,1.5,2.0,0.9932
0.8428,0.8743,0.7172,25,0.2894,0.2441,0.5822,3,18,1.6,2.5,0.2399
0.6767,0.194,0.3716,25,0.5895,0.3789,0.2185,2,20,1.8,3.5,0.7569
0.7649,0.217,0.6496,43,0.4611,0.4729,0.4215,0,12,1.2,1.0,0.6468
0.474,0.6694,0.3986,36,0.3869,0.8769,0.647,2,20,1.8,3.5,1.0
0.4457,0.3051,0.2474,20,0.6585,0.757,0.6433,3,18,1.6,2.5,0.1166
0.4399,0.3652,0.4601,5,0.553,0.6085,0.2684,2,20,1.8,3.5,0.5437
0.2881,0.5089,0.377,7,0.8523,0.3144,0.6007,0,12,1.2,1.0,0.5993
0.5613,0.675,0.565,11,0.1204,0.159,0.5433,3,18,1.6,2.5,0.1641
0.2696,0.3822,0.5897,5,0.2452,0.3339,0.212,3,18,1.6,2.5,0.0
0.1159,0.2262,0.4309,6,0.6442,0.1183,0.5119,0,12,1.2,1.0,1.0
0.6056,0.1938,0.3185,1,0.82,0.3891,0.5701,3,18,1.6,2.5,0.1489
0.7087,0.5286,0.5472,33,0.5371,0.5303,0.3264,3,18,1.6,2.5,0.127
0.4535,0.5422,0.5795,3,0.4539,0.4884,0.18,2,20,1.8,3.5,0.6299
0.1647,0.8896,0.7819,18,0.1613,0.1207,0.5939,3,18,1.6,2.5,0.0
0.8525,0.6258,0.7154,13,0.8506,0.1841,0.886,3,18,1.6,2.5,0.6548
0.7227,0.6995,0.3278,43,0.6045,0.4981,0.6631,1,16,1.5,2.0,0.5951
0.4257,0.6738,0.2048,42,0.5327,0.8399,0.8697,2,20,1.8,3.5,0.9478
0.531,0.5245,0.4668,8,0.3674,0.2937,0.4532,3,18,1.6,2.5,0.1514
0.7514,0.3202,0.4412,22,0.5306,0.3449,0.6013,1,16,1.5,2.0,1.0
0.6998,0.3413,0.5393,33,0.6202,0.7972,0.7722,1,16,1.5,2.0,0.6182
0.4221,0.7491,0.426,27,0.571,0.5772,0.7087,0,12,1.2,1.0,0.7525
0.8162,0.6617,0.576,27,0.1909,0.212,0.3073,0,12,1.2,1.0,0.5864
0.6809,0.6066,0.2746,8,0.6841,0.3464,0.295,2,20,1.8,3.5,0.5352
0.1963,0.5653,0.7852,26,0.246,0.5241,0.1568,0,12,1.2,1.0,0.5261
0.1646,0.2533,0.5286,9,0.3936,0.1451,0.3783,3,18,1.6,2.5,0.0
0.2507,0.4745,0.7285,16,0.6633,0.7739,0.5279,3,18,1.6,2.5,0.1575
0.7677,0.6257,0.3404,36,0.8001,0.4829,0.3908,3,18,1.6,2.5,0.4358
0.7018,0.86,0.4403,19,0.1337,0.7653,0.3486,0,12,1.2,1.0,0.254
0.1927,0.1315,0.3858,18,0.898,0.291,0.6931,1,16,1.5,2.0,0.9582
0.7261,0.8794,0.3005,15,0.5176,0.796,0.6944,2,20,1.8,3.5,0.9641
0.4091,0.6415,0.7288,36,0.1251,0.3492,0.7905,0,12,1.2,1.0,0.7159
0.3056,0.8286,0.2253,23,0.7393,0.5152,0.3111,3,18,1.6,2.5,0.2671
0.3833,0.2133,0.557,17,0.8969,0.5595,0.1936,0,12,1.2,1.0,0.4953
0.4041,0.2485,0.3783,44,0.5662,0.3206,0.1384,1,16,1.5,2.0,1.0
0.3283,0.3437,0.46,10,0.5921,0.1701,0.4677,3,18,1.6,2.5,0.2168
0.1326,0.1323,0.6212,15,0.231,0.6362,0.1654,2,20,1.8,3.5,0.2475
0.7559,0.2417,0.5538,35,0.8147,0.6173,0.3873,1,16,1.5,2.0,0.4776
0.5208,0.8875,0.6472,35,0.8869,0.2226,0.4737,2,20,1.8,3.5,0.8606
0.7819,0.2639,0.4529,13,0.6606,0.5939,0.565,0,12,1.2,1.0,0.6248
0.1803,0.8524,0.4907,30,0.8318,0.845,0.855,0,12,1.2,1.0,0.2657
0.3227,0.3292,0.3968,2,0.8266,0.5278,0.313,0,12,1.2,1.0,0.5809
0.6022,0.4034,0.7485,14,0.6025,0.1261,0.6039,2,20,1.8,3.5,0.5373
0.6984,0.135,0.4315,29,0.8451,0.4359,0.2113,0,12,1.2,1.0,0.7316
0.8055,0.7203,0.7103,26,0.8915,0.3907,0.3789,3,18,1.6,2.5,0.4664
0.786,0.8444,0.3694,37,0.296,0.7896,0.1055,2,20,1.8,3.5,0.8553
0.5344,0.3288,0.7538,16,0.5196,0.1666,0.4295,1,16,1.5,2.0,1.0
0.5434,0.5627,0.3465,13,0.3423,0.6234,0.8833,3,18,1.6,2.5,0.308
0.697,0.1474,0.5145,32,0.6284,0.5542,0.8368,3,18,1.6,2.5,0.2957
0.7701,0.8087,0.6717,14,0.72,0.7298,0.639,0,12,1.2,1.0,0.3381
0.3312,0.6206,0.6378,19,0.3731,0.3313,0.6931,3,18,1.6,2.5,0.133
0.3324,0.3195,0.7362,1,0.4323,0.8936,0.7406,1,16,1.5,2.0,1.0
0.8792,0.4225,0.6003,40,0.4537,0.637,0.4317,1,16,1.5,2.0,0.9522
0.5334,0.1858,0.7915,35,0.4859,0.7047,0.898,3,18,1.6,2.5,0.1825
0.6789,0.168,0.7737,16,0.7408,0.4902,0.6155,0,12,1.2,1.0,0.699
0.4324,0.8617,0.3861,10,0.8154,0.3353,0.1863,0,12,1.2,1.0,0.1429
0.3857,0.8027,0.5983,33,0.5282,0.5982,0.7464,0,12,1.2,1.0,0.6665
0.3748,0.8967,0.3558,15,0.2674,0.5144,0.1884,3,18,1.6,2.5,0.2246
0.4915,0.8072,0.695,40,0.1468,0.8334,0.5497,0,12,1.2,1.0,0.5459
0.6519,0.7157,0.49,34,0.835,0.6675,0.8454,2,20,1.8,3.5,1.0
0.7423,0.5238,0.2365,34,0.6019,0.8927,0.6198,2,20,1.8,3.5,1.0
0.8929,0.3519,0.6184,18,0.3844,0.4253,0.6224,2,20,1.8,3.5,0.7372
0.8573,0.8928,0.27,10,0.2645,0.8787,0.178,0,12,1.2,1.0,0.1639
0.8662,0.5602,0.2047,19,0.6679,0.4187,0.5046,0,12,1.2,1.0,0.1422
0.8187,0.8243,0.5613,25,0.4149,0.2583,0.8518,1,16,1.5,2.0,0.7935
0.1865,0.7342,0.7831,22,0.6497,0.8975,0.1919,1,16,1.5,2.0,0.5614
0.4987,0.6354,0.3084,8,0.5448,0.3004,0.5774,0,12,1.2,1.0,0.6585
0.7255,0.3192,0.6422,7,0.7396,0.1108,0.2366,0,12,1.2,1.0,0.6546
0.7239,0.1254,0.6442,22,0.8973,0.3295,0.2166,0,12,1.2,1.0,0.6296
0.3213,0.5322,0.6633,22,0.2765,0.2678,0.3171,3,18,1.6,2.5,0.0
0.6976,0.5336,0.7279,42,0.5906,0.5165,0.4301,2,20,1.8,3.5,0.658
0.2399,0.3161,0.7406,35,0.1036,0.2792,0.7458,3,18,1.6,2.5,0.0
0.157,0.7459,0.652,41,0.6951,0.8094,0.6178,1,16,1.5,2.0,0.4657
0.1392,0.5521,0.6522,6,0.4237,0.5504,0.6399,1,16,1.5,2.0,0.9307
0.7531,0.6625,0.7902,29,0.4546,0.3646,0.1995,2,20,1.8,3.5,0.4142
0.3449,0.5052,0.7987,37,0.8102,0.2451,0.1193,3,18,1.6,2.5,0.1985
0.5021,0.194,0.3136,22,0.671,0.8626,0.1969,0,12,1.2,1.0,0.7489
0.3637,0.6101,0.4216,20,0.1922,0.4664,0.1282,1,16,1.5,2.0,1.0
0.7588,0.8749,0.3934,20,0.5055,0.3141,0.1771,3,18,1.6,2.5,0.5666
0.7938,0.858,0.4772,34,0.2704,0.6952,0.1172,3,18,1.6,2.5,0.5751
0.7156,0.3933,0.2619,14,0.3391,0.1338,0.4265,3,18,1.6,2.5,0.2896
0.407,0.8205,0.3279,20,0.1856,0.1945,0.2562,2,20,1.8,3.5,0.5045
0.6276,0.7789,0.7193,18,0.4255,0.3117,0.3345,2,20,1.8,3.5,0.6568
0.6032,0.5442,0.657,9,0.1903,0.8926,0.3528,0,12,1.2,1.0,0.4439
0.3315,0.1517,0.5045,15,0.8196,0.446,0.4528,0,12,1.2,1.0,0.5739
0.1888,0.5986,0.2928,31,0.4202,0.7824,0.5164,2,20,1.8,3.5,0.5924
0.1202,0.6803,0.5353,25,0.1846,0.6897,0.4004,0,12,1.2,1.0,0.5498
0.656,0.3327,0.38,21,0.4381,0.8305,0.7882,0,12,1.2,1.0,0.4919
0.3454,0.7931,0.6438,43,0.8186,0.8296,0.3724,0,12,1.2,1.0,0.1848
0.6309,0.8005,0.4312,44,0.5023,0.3109,0.5299,1,16,1.5,2.0,1.0
0.2505,0.8164,0.2628,3,0.5303,0.4856,0.7868,3,18,1.6,2.5,0.3431
0.3423,0.2264,0.6127,20,0.5082,0.326,0.8527,3,18,1.6,2.5,0.1804
0.5359,0.7337,0.4005,21,0.3805,0.3064,0.2862,2,20,1.8,3.5,0.605
0.7444,0.2666,0.2421,10,0.346,0.5879,0.6324,0,12,1.2,1.0,0.4944
0.4637,0.5168,0.3555,12,0.5762,0.6847,0.6588,2,20,1.8,3.5,0.6441
0.6384,0.7401,0.5057,25,0.1727,0.4916,0.7387,0,12,1.2,1.0,0.5365
0.1207,0.2914,0.4646,18,0.6578,0.2406,0.3959,1,16,1.5,2.0,0.5608
0.887,0.8402,0.429,12,0.8598,0.7893,0.6682,1,16,1.5,2.0,0.4472
0.6831,0.6678,0.702,1,0.6202,0.8494,0.8525,2,20,1.8,3.5,1.0
0.8988,0.4145,0.3494,15,0.1951,0.3919,0.8745,0,12,1.2,1.0,0.5174
0.8356,0.1858,0.2879,31,0.5396,0.8935,0.2632,0,12,1.2,1.0,0.2488
0.7827,0.525,0.4069,40,0.6881,0.3899,0.6299,1,16,1.5,2.0,1.0
0.1455,0.6999,0.7666,6,0.1654,0.5924,0.6411,0,12,1.2,1.0,0.4923
0.8485,0.2013,0.2711,40,0.7576,0.1721,0.5827,0,12,1.2,1.0,0.573
0.1421,0.1939,0.7226,22,0.4379,0.5642,0.6732,1,16,1.5,2.0,0.4893
0.799,0.7193,0.2544,14,0.6658,0.4782,0.462,0,12,1.2,1.0,0.2701
0.6699,0.1913,0.424,41,0.8845,0.2699,0.6088,2,20,1.8,3.5,0.4936
0.3136,0.1772,0.6984,33,0.8131,0.1322,0.6587,1,16,1.5,2.0,0.9892
0.6548,0.8734,0.7836,38,0.2685,0.7075,0.8659,3,18,1.6,2.5,0.7095
0.3795,0.4823,0.6171,16,0.2265,0.3292,0.6165,0,12,1.2,1.0,0.5622
0.842,0.5461,0.2637,43,0.3294,0.7133,0.8042,2,20,1.8,3.5,0.9975
0.2477,0.478,0.5427,21,0.7155,0.3172,0.7731,1,16,1.5,2.0,1.0
0.5692,0.1448,0.3261,17,0.6912,0.8771,0.158,1,16,1.5,2.0,0.8853
0.3465,0.8862,0.2268,28,0.722,0.3804,0.879,2,20,1.8,3.5,0.5582
0.365,0.1032,0.3052,31,0.6438,0.2128,0.4838,0,12,1.2,1.0,1.0
0.7936,0.3356,0.6187,11,0.4004,0.7079,0.1915,2,20,1.8,3.5,0.5163
0.2436,0.1655,0.7808,38,0.3118,0.1081,0.6416,0,12,1.2,1.0,1.0
0.1165,0.5137,0.7088,6,0.7431,0.1545,0.3264,3,18,1.6,2.5,0.1789
0.5087,0.706,0.7518,20,0.4853,0.5724,0.103,2,20,1.8,3.5,0.664
0.1909,0.6852,0.6688,23,0.4703,0.1696,0.2111,3,18,1.6,2.5,0.2305
0.2567,0.3904,0.2801,35,0.3409,0.3978,0.694,3,18,1.6,2.5,0.0
0.5764,0.1405,0.331,15,0.896,0.2798,0.3986,1,16,1.5,2.0,0.9059
0.4792,0.1001,0.6821,7,0.4923,0.7761,0.104,3,18,1.6,2.5,0.2962
0.2362,0.4123,0.4532,19,0.7417,0.8534,0.3397,2,20,1.8,3.5,0.5595
0.77,0.42,0.5364,27,0.1632,0.5972,0.5342,2,20,1.8,3.5,0.525
0.896,0.1653,0.7704,26,0.1475,0.2447,0.7256,2,20,1.8,3.5,0.6985
0.1374,0.5378,0.7992,26,0.4535,0.7192,0.579,1,16,1.5,2.0,1.0
0.5381,0.4682,0.2098,27,0.5839,0.2191,0.7152,0,12,1.2,1.0,0.7111
0.1687,0.8614,0.703,26,0.6964,0.6322,0.1103,2,20,1.8,3.5,0.4897
0.2957,0.8583,0.4454,24,0.2191,0.4784,0.1835,2,20,1.8,3.5,0.5731
0.5483,0.606,0.4373,7,0.6277,0.1095,0.7469,0,12,1.2,1.0,0.5208
0.7194,0.8789,0.3963,8,0.6061,0.5687,0.6069,2,20,1.8,3.5,1.0
0.4871,0.7894,0.5787,37,0.3623,0.3633,0.8482,3,18,1.6,2.5,0.2416
0.505,0.4686,0.3507,26,0.2805,0.8534,0.3133,0,12,1.2,1.0,0.6544
0.6456,0.6164,0.6626,11,0.3659,0.5021,0.6078,1,16,1.5,2.0,0.8575
0.5699,0.7142,0.7547,13,0.3032,0.1026,0.8227,0,12,1.2,1.0,0.5857
0.564,0.4867,0.652,17,0.1098,0.3871,0.4763,1,16,1.5,2.0,1.0
0.3184,0.1772,0.2169,18,0.1528,0.4176,0.1627,3,18,1.6,2.5,0.0
0.618,0.8391,0.4089,12,0.7244,0.6123,0.795,2,20,1.8,3.5,0.9229
0.1601,0.4648,0.5204,17,0.8375,0.1987,0.8464,1,16,1.5,2.0,0.9169
0.7666,0.4023,0.5048,28,0.4791,0.7992,0.5296,2,20,1.8,3.5,1.0
0.7389,0.4953,0.604,3,0.6591,0.6779,0.8988,1,16,1.5,2.0,0.7039
0.2757,0.4855,0.6151,18,0.7893,0.8705,0.8839,1,16,1.5,2.0,0.5996
0.2948,0.3357,0.7572,5,0.1971,0.4507,0.8434,3,18,1.6,2.5,0.0
0.5428,0.6514,0.2389,15,0.8345,0.1094,0.6067,1,16,1.5,2.0,0.8607
0.444,0.3072,0.636,8,0.3675,0.3084,0.8686,1,16,1.5,2.0,1.0
0.2109,0.338,0.738,1,0.3817,0.6673,0.1807,3,18,1.6,2.5,0.1866
0.8207,0.5347,0.2817,9,0.4712,0.8975,0.1117,1,16,1.5,2.0,0.4068
0.7051,0.72,0.6666,1,0.439,0.1395,0.8741,2,20,1.8,3.5,0.7723
0.3442,0.2222,0.3991,26,0.3878,0.4229,0.6343,1,16,1.5,2.0,0.4606
0.5179,0.8953,0.2331,16,0.1241,0.5778,0.8833,1,16,1.5,2.0,0.9545
0.6741,0.7105,0.2621,8,0.2118,0.3817,0.7455,1,16,1.5,2.0,0.9836
0.8467,0.721,0.3579,9,0.5942,0.5854,0.5504,1,16,1.5,2.0,0.5987
0.8552,0.1703,0.5798,26,0.5446,0.2474,0.1674,0,12,1.2,1.0,0.5417
0.8645,0.2028,0.4157,30,0.1195,0.8397,0.1123,1,16,1.5,2.0,1.0
0.1254,0.4282,0.6698,34,0.7479,0.4763,0.477,0,12,1.2,1.0,0.5759
0.2868,0.7389,0.2062,26,0.3563,0.3167,0.3486,1,16,1.5,2.0,1.0
0.2334,0.5457,0.537,43,0.5258,0.4503,0.1761,3,18,1.6,2.5,0.2881
0.4569,0.7073,0.3161,25,0.6794,0.3894,0.4839,2,20,1.8,3.5,0.6838
0.3162,0.2316,0.4248,8,0.7629,0.6869,0.7925,0,12,1.2,1.0,0.511
0.5513,0.6961,0.4941,11,0.5294,0.6891,0.32,3,18,1.6,2.5,0.5089
0.5628,0.2999,0.6114,21,0.6032,0.6266,0.637,1,16,1.5,2.0,0.9551
0.4339,0.5997,0.744,8,0.7266,0.203,0.4725,0,12,1.2,1.0,0.6497
0.7259,0.1297,0.6207,17,0.312,0.8684,0.3336,1,16,1.5,2.0,1.0
0.4452,0.3418,0.6367,17,0.6536,0.4377,0.7271,0,12,1.2,1.0,0.5251
0.1145,0.7106,0.2795,27,0.7664,0.84,0.2968,1,16,1.5,2.0,0.567
0.7209,0.8389,0.6891,15,0.8555,0.1198,0.3748,0,12,1.2,1.0,0.1837
0.4882,0.2882,0.2743,30,0.6135,0.4799,0.7197,3,18,1.6,2.5,0.1591
0.2791,0.3583,0.7606,2,0.325,0.2266,0.891,2,20,1.8,3.5,0.2537
0.7898,0.6088,0.4662,9,0.3852,0.7148,0.4627,3,18,1.6,2.5,0.5725
0.5026,0.3607,0.6354,4,0.7808,0.4827,0.4521,3,18,1.6,2.5,0.2346
0.1314,0.8452,0.6351,37,0.5667,0.1187,0.463,2,20,1.8,3.5,0.552
0.4696,0.5647,0.4263,17,0.3589,0.1681,0.5629,0,12,1.2,1.0,0.7017
0.3902,0.7868,0.2257,20,0.6236,0.3554,0.1787,2,20,1.8,3.5,0.7351
0.156,0.8106,0.2027,13,0.7366,0.3398,0.3918,0,12,1.2,1.0,0.56
0.8126,0.843,0.7573,14,0.2603,0.7624,0.7792,1,16,1.5,2.0,0.4069
0.5624,0.4126,0.209,4,0.816,0.7863,0.183,1,16,1.5,2.0,0.6264
0.1591,0.3384,0.3786,42,0.8162,0.7719,0.8428,0,12,1.2,1.0,0.6709
0.708,0.7298,0.6051,29,0.2422,0.5003,0.6525,0,12,1.2,1.0,0.5714
0.5371,0.8097,0.2756,38,0.8894,0.3631,0.123,1,16,1.5,2.0,0.44
